386,45.052184,-125.082833,0
454,45.062176,-125.090848,0
34,44.988727,-125.000981,0
440,44.992381,-125.024979,0
4,45.006720,-125.011116,0
474,45.038989,-125.091409,0
324,45.002962,-124.931234,0
412,45.086868,-125.107673,0
340,44.990109,-125.064076,0
320,45.075736,-125.102152,0
408,45.044953,-124.929541,0
428,45.010203,-124.923126,0
464,45.007729,-125.023669,0
458,45.054886,-124.933960,0
352,45.050292,-125.110526,0
480,45.015454,-125.087386,0
346,45.082748,-124.940350,0
368,45.044451,-124.929300,0
466,45.031723,-125.045624,0
396,45.018359,-124.948868,0
302,44.999821,-124.941724,0
390,45.071213,-124.969461,0
316,45.011561,-124.930511,0
418,45.082295,-125.037045,0
318,45.022938,-125.031828,0
402,44.993926,-124.946297,0
38,44.993010,-125.006343,0
400,45.072072,-124.975240,0
342,45.078680,-125.102994,0
462,45.031269,-125.056949,0
452,45.062132,-124.970323,0
334,45.081365,-124.986955,0
330,45.076253,-125.013107,0
450,45.037207,-124.958261,0
482,45.079410,-124.941393,0
332,45.086137,-124.931125,0
424,45.035611,-124.900035,0
366,45.022443,-124.930504,0
370,45.002638,-125.027209,0
460,45.080346,-124.908484,0
350,45.007085,-124.924607,0
62,45.068827,-125.038560,0
442,45.088336,-125.102480,0
444,45.030610,-124.995574,0
304,45.024842,-125.003486,0
434,45.089006,-125.061474,0
498,45.019079,-125.119336,0
378,45.053729,-125.044666,0
496,44.996383,-125.055343,0
306,45.071194,-125.082181,0
308,45.027775,-125.062770,0
328,45.051305,-125.068005,0
360,45.003505,-124.972819,0
26,45.002376,-125.012205,0
312,45.061963,-124.902991,0
388,45.007450,-124.982573,0
296,45.018615,-125.088478,0
398,45.035173,-125.107127,0
338,45.075437,-124.963530,0
476,45.000092,-124.961070,0
456,45.073770,-124.904930,0
376,45.024297,-125.039140,0
426,45.019762,-124.932008,0
354,44.990466,-125.095488,0
262,45.017404,-125.089284,0
92,45.077965,-125.053206,1
72,45.070358,-125.055565,1
232,45.080696,-125.060873,1
238,45.078360,-125.066031,1
226,45.081378,-125.066343,1
96,45.068851,-125.054475,1
68,45.069893,-125.051574,1
184,45.080318,-125.064872,1
200,45.078436,-125.062329,1
78,45.070499,-125.052921,1
67,45.071549,-125.048191,1
205,45.076193,-125.057571,1
186,45.081251,-125.059212,1
406,45.077129,-125.055995,1
215,45.078573,-125.059348,1
240,45.077762,-125.061294,1
105,45.071494,-125.051406,1
232,45.080696,-125.060873,1
211,45.081334,-125.060034,1
78,45.070499,-125.052921,1
65,45.073759,-125.046986,1
185,45.082046,-125.059996,1
84,45.070712,-125.051300,1
237,45.083169,-125.063047,1
106,45.066540,-125.052686,1
216,45.079064,-125.053945,1
92,45.077965,-125.053206,1
110,45.067874,-125.048293,1
381,45.081195,-125.064164,1
84,45.070712,-125.051300,1
83,45.071318,-125.055152,1
182,45.076019,-125.055601,1
231,45.076341,-125.058161,1
187,45.083202,-125.059083,1
200,45.078436,-125.062329,1
222,45.078652,-125.059650,1
88,45.077142,-125.055495,1
202,45.079507,-125.057615,1
187,45.083202,-125.059083,1
198,45.081142,-125.060247,1
