2,32.532160,-86.646469
3,30.659218,-87.746067
4,31.870253,-85.405104
5,33.015893,-87.127148
6,33.977358,-86.566440
7,32.101759,-85.717261
8,31.751667,-86.681969
9,33.771706,-85.822513
10,32.915504,-85.394032
11,34.069515,-85.654242
12,32.854051,-86.726607
13,31.990997,-88.248908
14,31.685521,-87.818624
15,33.270400,-85.863525
16,33.671964,-85.516126
17,31.402258,-85.989602
18,34.703112,-87.801457
19,31.430926,-86.988722
20,32.931445,-86.243482
21,31.243987,-86.448721
22,31.732826,-86.319222
23,34.131923,-86.869267
24,31.430654,-85.609476
25,32.333540,-87.114356
26,34.460929,-85.803992
27,32.597229,-86.142735
28,31.122287,-87.168410
29,34.047641,-86.034263
30,33.716157,-87.764292
31,34.441989,-87.842814
32,31.092393,-85.821011
33,32.844497,-87.964200
34,32.752796,-87.623061
35,31.516978,-85.239971
36,31.158193,-85.296398
37,34.764114,-85.980056
38,33.553444,-86.896536
39,33.787085,-88.087431
40,34.904122,-87.650997
41,34.529776,-87.321865
42,32.604064,-85.353048
43,34.810239,-86.981399
44,32.147888,-86.650586
45,32.387027,-85.692887
46,34.764238,-86.551080
47,32.247591,-87.791091
48,34.138219,-87.881551
49,34.309564,-86.321668
50,30.684572,-88.196568
51,31.580332,-87.383266
52,32.203650,-86.203831
53,34.454484,-86.846402
54,32.639005,-87.293827
55,33.296793,-88.096863
56,31.798651,-85.941604
57,33.296475,-85.464068
58,32.289811,-85.186980
59,33.712963,-86.315663
60,33.263043,-86.678089
61,32.597481,-88.200057
62,33.369277,-86.175805
63,32.863369,-85.799553
64,33.290248,-87.522759
65,33.791558,-87.301094
66,31.405217,-88.197564
67,31.990085,-87.304907
68,34.154607,-87.365290
69,55.245044,-161.997477
70,51.959447,178.338813
71,61.174250,-149.284329
72,60.929141,-160.152625
73,58.730158,-156.996632
74,63.681106,-150.026544
75,59.824816,-158.602233
76,64.688206,-146.589255
77,59.098771,-135.576936
78,58.076434,-135.185100
79,58.372910,-134.178445
80,60.366668,-152.322283
81,55.449938,-131.106685
82,57.502015,-153.563512
83,58.205065,-156.705188
84,62.182250,-149.407787
85,64.783686,-164.188912
86,69.449343,-153.472830
87,67.005066,-160.021086
88,56.639612,-133.527996
89,55.415683,-132.875734
90,57.193204,-135.367396
91,59.575097,-135.335418
92,63.864997,-143.218628
93,61.349840,-145.023141
94,62.283060,-163.190903
95,56.180779,-132.026788
96,60.007062,-140.148108
97,65.375716,-151.577878
98,35.385084,-109.490172
99,31.840129,-109.775163
100,35.829692,-111.773728
101,33.789618,-110.811870
102,32.931828,-109.878310
103,33.238872,-109.242323
104,33.727610,-114.038806
105,33.346541,-112.495534
106,35.717705,-113.749689
107,35.390785,-110.321025
108,32.128523,-111.783027
109,32.919038,-111.367005
110,31.525733,-110.845228
111,34.631212,-112.577385
112,32.773942,-113.910905
113,34.289570,-91.376547
114,33.190835,-91.772267
115,36.280710,-92.330438
116,36.337825,-94.256187
117,36.304308,-93.079204
118,33.466549,-92.169156
119,33.560460,-92.513879
120,36.337774,-93.541663
121,33.267139,-91.297158
122,34.053316,-93.176208
123,36.367302,-90.418704
124,35.566315,-92.059950
125,33.893201,-92.188714
126,33.223038,-93.232843
127,35.265702,-92.689248
128,35.827729,-90.631421
129,35.583041,-94.236224
130,35.211878,-90.315331
131,35.285692,-90.763984
132,33.967823,-92.653999
133,33.828748,-91.244427
134,33.587242,-91.722778
135,35.146343,-92.324646
136,35.508558,-93.887665
137,36.383619,-91.819664
138,34.578861,-93.146915
139,34.285568,-92.422979
140,36.120625,-90.566370
141,33.728611,-93.665809
142,34.315177,-92.944147
143,34.083064,-93.990931
144,35.737499,-91.559942
145,36.094879,-91.913625
146,35.596605,-91.223178
147,34.277695,-91.930701
148,35.573359,-93.466322
149,33.240660,-93.611643
150,36.041098,-91.101153
151,34.779858,-90.779345
152,33.957675,-91.727626
153,33.699497,-94.229774
154,35.218654,-93.720910
155,34.755114,-91.894132
156,36.012545,-93.724053
157,36.266672,-92.678567
158,33.305505,-93.901502
159,35.766943,-90.052209
160,34.679512,-91.203310
161,34.545581,-93.663330
162,33.666699,-93.305072
163,35.910742,-93.215899
164,33.591160,-92.878415
165,34.946363,-92.926877
166,34.423687,-90.855593
167,34.158191,-93.658659
168,35.568870,-90.681104
169,34.490915,-94.230884
170,35.456557,-93.026818
171,34.831116,-91.553620
172,34.773988,-92.316515
173,36.341298,-91.028441
174,35.014026,-90.742138
175,34.648525,-92.674463
176,34.858869,-94.063641
177,35.896387,-92.695888
178,35.196981,-94.274989
179,33.994608,-94.243290
180,36.173399,-91.471069
181,35.857031,-92.140573
182,33.168219,-92.598145
183,35.582959,-92.515977
184,35.971209,-94.218417
185,35.254722,-91.753158
186,35.192777,-91.244535
187,34.997713,-93.408303
188,37.648327,-121.912928
189,38.621783,-119.798352
190,38.443550,-120.653856
191,39.665959,-121.601919
192,38.183900,-120.561442
193,39.177739,-122.237563
194,37.919479,-121.951543
195,41.749903,-123.980998
196,38.785532,-120.534398
197,36.761006,-119.655019
198,39.602546,-122.401700
199,40.706673,-123.925818
200,33.040814,-115.355400
201,36.561977,-117.403927
202,35.346629,-118.729506
